Activity ID,StartDtTm,Latitude,Longitude,Incident Brief:,Incident Involved:,Level of Investigation:,IMO Classification:,USCG Classification:,Was This a Serious Marine Incident?,Was a Marine Board Convened by Commandant?
7496620,05-Jul-22,39.85038333,-75.33968333,"At approximately 0430 on July 3, 2022, the freight vessel INDEPENDENT QUEST experienced a loss of propulsion while transiting to Penn's Terminal. The vessel lost propulsion due to a malfunction of the ME Control system pressure switch which had a broken diaphragm that caused a leakage of control air to the system. No other vessel damage, pollution, or injuries were reported. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the vessel's main engine had a malfunction of the system pressure switch. This was followed by the eventual loss of propulsion. The causal factors that contributed to this casualty include: (1)Vessel's lack of preventative maintenance for pressure system diaphragm and (2) Lack of a redundant ME system.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7558588,14-Sep-22,39.80269846,-75.41261791,On 08 August 2022 at approximately 2034L the M/V CHINOOK (Marshall Island Flagged Tankship) was inbound upon the Delaware River to Sunoco Marcus Hook Terminal #3 when is experienced a reduction in propulsion. DelBay River Pilot onboard contacted the SECDELBAY CMD CTR regarding propulsion matter. Vessel was authorized to proceed to berth and make effective permanent repairs. Investigation concluded that the #1 cylinder aft fuel injector malfunctioned and at berth it was replaced tested and cleared by LR. Vessel was placed back in service. Investigation Complete.,"Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7582624,24-Oct-22,39.71198333,-75.49655,"At approximately 0256 on October 26, 2022, the M/V GALANI experienced a loss of maneuverability near Wilmington Anchorage. No additional damage was sustained to the vessel. After the vessel investigated the loss of steering it was determined that the connections of the DGU Panel internal relay were loose. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the material failure of the DGU Panel internal relay connections. This was followed by the eventual loss of maneuverability. The causal factors that contributed to this casualty include: (1) Vessel lacked preventative maintenance for Main Engine DGU Panel, (2) Vessel's failure to properly operate on local control.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7599029,20-Nov-22,39.99833333,-75.19166667,"On 20 November, 2022, at approximately 0824 ELT the Tank Vessel POLYAIGOS (O.N.9306574) made arrangements to weigh anchor at Marcus Hook Anchorage. During the POLYAGIOS predeparture test, the main engine failed to start. The Chief Engineer completed a diagnosis for the failure of the main engine to start and discovered a leak in the air start system. The Chief Engineer replaced the O-rings in the air start system for the main engine and the vessel was able to get underway. During transit into Eagle Point Terminal the Captain gave order with Pilot onboard to test the engine and put the engine to all stop. The main engine did not respond to the order, and the vessel lost propulsion. The Captain and Pilot made several attempts to restart the main engine, their attempts were unsuccessful. A tug was on standby and able to moor the vessel at Eagle Point Terminal. The vessel did not contact the Coast Guard to report the casualty when it occurred as per regulations. On 21 November, 2022, the pilot that was on board for the transit into the terminal called Sector Delaware Bay to report the casualty that happened the day before. There were no injuries reported and no further equipment failures as a result of the casualty. As a result of its investigation, the Coast Guard has determined that the initiating event to be the failure of the O-rings on the pneumatic valves number 26 and 27 for the main engine air start system, resulting in the loss of propulsion. Causal factors that contributed to this casualty include: 1) Lack of company's oversight for preventative maintenance on the main engine, 2) Failure of the spare O-rings for the pneumatic valves, 3) Inadequate condition and size of spare O-rings, 4) Missing maintenance logs for main engine pneumatic valves from previous ownership. This case has been completed at the standard Level IAW INV Policy Letter 02-2022.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7600352,28-Nov-22,39.80633333,-75.41865,"At approximately 0817 on November 23, 2022, the M/V PELICAN STATE experienced a loss of power near Marcus Hook Anchorage. No additional damage was sustained to the vessel. After the vessel investigated the loss of power it was determined that the number 3 generator had a faulty governor which negatively impacted the overcurrent of the #2 SSDG, which led to the eventual loss of power. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the material failure of the number 3 generator's governor. This was followed by the eventual loss of power. The causal factors that contributed to this casualty include: (1) failure of the #3 SSDG governor, (2) Misuse of a faulty maintenance plan regarding governor maintenance, (3) Failure of load-shedding capability due to sudden SSDG overload, and (4) Failure of #1 SSDG to automatically come on when the #3 SSDG went off-line.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7613708,26-Dec-22,39.8766,-75.19658333,"At approximately 0710 EST on December 12, 2022, the freight vessel MSC OLIA lost propulsion while attempting to moor at Packard Avenue Marine Terminal in Philadelphia, PA. The loss of propulsion occurred when the vessel failed to respond to an astern command given by the docking pilot. The MSC OLIA was safely moored using tug assists and suffered no damage because of the incident. As a result of its investigation, the Coast Guard has determined the initiating event for this casualty was the malfunction of a control air solenoid used to change the direction of the main engine. This was followed by a loss of propulsion. The causal factor that contributed to this casualty include: (1) Lack of procedure to increase blow down of air receivers after a significant temperature drop. This case has been closed out at the Standard Level IAW INV Policy Letter 02-2022.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7637154,03-Feb-23,39.91341667,-75.12613333,"At approximately 1940 EST on February 02, 2023, the LAKE ONTARIO was underway under tug assist when it lost propulsion. The vessel was safely taken to Kaighn’s Point Anchorage using tug assist. The LAKE ONTARIO suffered no damage because of the casualty. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the 2 position 3 way valve to shift to allow the main engine to go in the forward direction. The causal factors that contributed to this casualty include: (1) lack of back up 2 position 3 way solenoid valve, and (2) no periodic preventive maintenance or recording of equipment replacement dates were available or kept on record.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7665980,02-Mar-23,39.7212323,-75.52792168,"At approximately 1539 EST on March 02, 2023, the refrigerated cargo vessel ELVIRA experienced a loss of propulsion during the vessel's inbound transit into the Port of Wilmington. The vessel suffered no damage as a result of the incident. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was that the camshaft shifting gear astern limit switch lever arm lost contact with the limit switch control arm. The causal factor that contributed to this casualty included: (1) Inadequate maintenance plan for inspecting the camshaft shifting gear astern limit switch.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7675416,25-Apr-23,39.90009964,-75.12807733,"On April 25, 2023 at approximately 0410 ELT the refrigerated cargo Vessel ELVIRA experienced a loss of propulsion when it transitioned from pilot house to docking station control during mooring evolution. A tug was alongside and assisted ELVIRA to moor at Packer Terminal, New Jersey. The ELVIRA was able to identify the problem as it had occurred in March during the same transition. The engineers investigated and found the limit switch on the air starter failed due to the screws backing out of the limit switch causing it to short. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the camshaft shifting gear astern limit switch lever arm lost contact with the limit switch control arm. The causal factor that contributed to this casualty included: (1) Failure of oversight from the company to require procedures for equipment checklist prior to docking, (2) Improper implementation for maintenance plan inspecting the camshaft shifting gear astern limit switch, (3) Failure of crew to check that equipment is properly functioning prior to transferring to docking mode. This investigation was conducted at the standard level as per INV Policy 02-22","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7694722,14-Mar-23,39.73423333,-75.47598333,"On 14 March 2023 at approximately 0232L, the M/V DRIVE GREEN HIGHWAY, a 76387gt, Panamanian flagged freight vessel was transitting northbound on the Delaware River enroute to the Port of Wilmington IVO Liston Range buoys 44 and 42, the vessel experienced a loss of propulsion. At approximately 140655Z MAR 2023, the onboard DelBay River Pilot ntfd the SecDelBay CMD CTR and filed the report of incident. Duty I/O & PSC ntfd. Further Investigation revealed that a gasket to the #2 cylinder fuel oil inlet valve became worn producing an fuel oil leak. The leak was excessive enough to result in a main engine shutdown. As a result of the investigation, the Coast Guard has determined that the initiating event for this casualty was an equipment failure of the #2 cylinder fuel oil inlet valve gasket that was followed by fuel oil leak and eventually Main Engine shutdown. The causal factors that contributed to this casualty include: (1) worn gasket IWO #2 fuel oil inlet valve and (2) #2 fuel oil inlet vavle leak that eventually led to the main engine shut down.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7774189,25-May-23,38.80230871,-75.0827179,"On 25 May 2023 at approximately 1142L, it was reported that the MSC SARISKA was in transit northbound upon the Delaware River enroute to Packer Avenue Marine Terminal when is sustained a temporary loss of power. Further investigation revealed that the temporary loss of power resulted from the #1 and #2 auxiliary blowers engaged concurrently that caused a overcurrent surge to the generators, activatiting the overcurrent alarm and inducing shutdown. During the system inspection, it was noted that the blowers relay auto-start were set within 10sec sequential start-up; therefore, the auto relays were adjusted to 10 and 100 second start respectively as to prevent overcurrent to the generators. As a result of the investigation, the Coast Guard has determined that the initiating event was inadequate blower relay settings that upon activation within the shorten 10second sequential window inducded the genset overcurrent. This was followed by the overcurrent alarm then shutdown. The causal factors that contributed to this casualty include: 1) inadequate blower relay settings and 2) overcurrent surge to the generators.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7798110,05-Sep-23,39.47495,-75.56161667,Incident Brief Under Review,"Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7803959,24-Sep-23,38.79833333,-75.04,Incident Brief Under Review,"Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7865613,28-Jan-24,39.57795729,-75.585042,Incident Brief Under Review,"Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
